User:
nsb37
Hostname:

CPU info:
Architecture:          x86_64
CPU op-mode(s):        32-bit, 64-bit
Byte Order:            Little Endian
CPU(s):                16
On-line CPU(s) list:   0-15
Thread(s) per core:    2
Core(s) per socket:    8
Socket(s):             1
NUMA node(s):          1
Vendor ID:             GenuineIntel
CPU family:            6
Model:                 85
Model name:            Intel(R) Core(TM) i7-7820X CPU @ 3.60GHz
Stepping:              4
CPU MHz:               1535.765
Computation started at:
Wed 25 Nov 11:26:53 GMT 2020
git commit: 2dc9da2c14d8b29bbb58a979480699b27e79f1a4, branch: master, compiled at: Wed 25 Nov 11:13:16 GMT 2020

Number of MPI processes used: 4

{
    "sampling": {
        "tau": "0.001",
        "maxIter": "15000",
        "seed": "300",
        "shiftDamping": "0.01",
        "initialShift": "0.0",
        "initialPop": "500.0",
        "targetPop": "10000.0",
        "mainMemoryFac": "10.0",
        "spawnMemoryFac": "10.0",
        "initiator": "true",
        "heatBath": "true"
    }
}

Starting heat bath construction
Heat bath construction done
Hartree--Fock energy: -76.0268

Starting heat bath excitation generator construction...
Heat bath excitation generator construction finished.
#  1. Iter     2. nDets  3. nSpawned           4. Shift_1        5. nWalkers_1      6. Energy_Num_1    7. Energy_Denom_1    8. Time
      4408         8760         7485       -76.1903743336     10148.5576000654    -31069.2997477113       407.5063119382     0.0041
      4409         8760         7386       -76.1955741317     10153.8360172876    -31064.2063972082       407.4396429764     0.0041
      4410         8760         7411       -76.1883331152     10146.4862691734    -31058.9415317595       407.3708663179     0.0041
      4411         8760         7324       -76.2007314759     10159.0740506609    -31053.9557629699       407.3050510482     0.0041
      4412         8760         7442       -76.1985727918     10156.8812641675    -31055.1255317097       407.3207374291     0.0041
      4413         8760         7460       -76.1987672522     10157.0787772430    -31053.9438794991       407.3053640214     0.0041
      4414         8760         7372       -76.2030978497     10161.4783518240    -31053.2541046029       407.2954109258     0.0041
      4415         8760         7366       -76.1897437219     10147.9176402965    -31057.0334080413       407.3440025952     0.0041
      4416         8760         7365       -76.1989871977     10157.3021800967    -31059.1235254442       407.3706504368     0.0041
      4417         8760         7385       -76.2003131957     10158.6491255501    -31067.8760970904       407.4851920177     0.0041
      4418         8760         7462       -76.2045211890     10162.9247778480    -31077.0309194958       407.6056569874     0.0041
      4419         8760         7384       -76.2302640568     10189.1207642978    -31075.1448275825       407.5808587727     0.0044
      4420         8760         7442       -76.2422317295     10201.3220701232    -31073.8870118330       407.5638369961     0.0042
      4421         8760         7444       -76.2409107055     10199.9745399789    -31075.0102958869       407.5780863561     0.0042
      4422         8760         7451       -76.2280595602     10186.8748236325    -31068.2286504306       407.4908081341     0.0042
      4423         8760         7467       -76.2396286617     10198.6669424747    -31066.7532427366       407.4716855164     0.0041
      4424         8760         7530       -76.2263343837     10185.1175595531    -31067.0489980985       407.4761857502     0.0041
      4425         8760         7419       -76.2301048766     10188.9585749038    -31060.8968990870       407.3948688531     0.0041
      4426         8760         7414       -76.2130948626     10171.6418741788    -31057.9283104650       407.3552337044     0.0041
      4427         8760         7502       -76.2283166046     10187.1366749777    -31052.1542925342       407.2793341329     0.0043
      4428         8760         7455       -76.2312028087     10190.0773148451    -31050.3149331859       407.2552307960     0.0042
      4429         8760         7481       -76.2282486821     10187.0674816011    -31053.8033842146       407.3016746750     0.0041
      4430         8760         7448       -76.2061936917     10164.6246719384    -31047.5360988646       407.2196129067     0.0041
      4431         8760         7404       -76.2085898923     10167.0606117513    -31048.9564086895       407.2385864066     0.0042
      4432         8760         7483       -76.1880517922     10146.2008292447    -31050.8308555715       407.2632775287     0.0041
      4433         8760         7313       -76.1765767596     10134.5647082450    -31052.0947557399       407.2806402066     0.0041
      4434         8760         7409       -76.1811803707     10139.2313417528    -31054.0258951556       407.3051019380     0.0041
      4435         8760         7461       -76.1837843909     10141.8719618633    -31052.2962009648       407.2820772677     0.0041
      4436         8760         7444       -76.1794028753     10137.4292582246    -31051.0681668848       407.2659112402     0.0041
      4437         8760         7430       -76.1795680422     10137.5966963863    -31046.3659698609       407.2037499095     0.0041
      4438         8760         7373       -76.1734735524     10131.4202306842    -31049.1146733444       407.2399993398     0.0041
      4439         8760         7403       -76.1888741905     10147.0352854250    -31050.9531844769       407.2629640803     0.0041
      4440         8760         7502       -76.2015240775     10159.8792923807    -31049.3865150580       407.2423467812     0.0042
      4441         8760         7500       -76.2036424766     10162.0317882747    -31054.1398202588       407.3052900244     0.0042
      4442         8760         7466       -76.2108098342     10169.3178906881    -31053.3702385841       407.2955259402     0.0042
      4443         8760         7451       -76.2036519227     10162.0413874220    -31055.7930166442       407.3282415980     0.0042
      4444         8760         7437       -76.2137366052     10172.2946527492    -31056.2552262468       407.3343100190     0.0042
      4445         8760         7419       -76.2256945607     10184.4659131773    -31050.4133267246       407.2581529423     0.0042
      4446         8760         7399       -76.2553957323     10214.7599362674    -31052.3214675509       407.2847815164     0.0042
      4447         8760         7381       -76.2567505821     10216.1439765396    -31049.1143151112       407.2436674909     0.0041
      4448         8760         7509       -76.2591725396     10218.6185828497    -31050.0356938128       407.2562809564     0.0041
      4449         8760         7506       -76.2533066343     10212.6261956436    -31049.4102677086       407.2479520374     0.0042
      4450         8760         7450       -76.2270956140     10185.8929110112    -31053.3149345907       407.2988447490     0.0042
      4451         8760         7448       -76.2160013654     10174.5986944433    -31050.6660438179       407.2638526374     0.0041
      4452         8760         7362       -76.2301290175     10188.9831720570    -31044.8672257391       407.1867863788     0.0044
      4453         8760         7543       -76.2211433610     10179.8318139142    -31038.5049212113       407.1039821101     0.0044
      4454         8760         7456       -76.2363598213     10195.3337057523    -31037.6162578787       407.0923938038     0.0041
      4455         8760         7451       -76.2227044557     10181.4211060885    -31034.8170982860       407.0559059302     0.0042
      4456         8760         7474       -76.2243947114     10183.1421720500    -31039.6978302495       407.1200753263     0.0042
      4457         8760         7368       -76.2448215856     10203.9644078678    -31036.6926569906       407.0800922230     0.0042
      4458         8760         7470       -76.2360349848     10195.0025294805    -31033.1184195896       407.0337546055     0.0041
      4459         8760         7419       -76.2323796603     10191.2766062654    -31031.8240757966       407.0160251584     0.0041
      4460         8760         7503       -76.2437047489     10202.8248553333    -31028.7682132370       406.9750088159     0.0041
      4461         8760         7427       -76.2413598385     10200.4326648214    -31025.0549250501       406.9267891448     0.0042
      4462         8760         7402       -76.2300226383     10188.8747830019    -31043.8271826623       407.1752212063     0.0041
      4463         8760         7382       -76.2251607248     10183.9222442688    -31040.4655896606       407.1299610468     0.0042
      4464         8760         7462       -76.2239541475     10182.6935495243    -31037.4403749855       407.0899545674     0.0041
      4465         8760         7405       -76.2393772976     10198.4105877292    -31031.3592803325       407.0096837177     0.0042
      4466         8760         7488       -76.2341597325     10193.0908886108    -31024.7158992260       406.9231513245     0.0041
      4467         8760         7426       -76.2223807497     10181.0915326980    -31023.6105480694       406.9082964896     0.0042
      4468         8760         7487       -76.2382690304     10197.2803939714    -31030.1262031288       406.9944867655     0.0041
      4469         8760         7416       -76.2396103063     10198.6482224241    -31035.9356910093       407.0712705033     0.0042
      4470         8760         7420       -76.2399420866     10198.9865990468    -31033.5781243570       407.0404631782     0.0041
      4471         8760         7428       -76.2562492783     10215.6318501606    -31026.9808774813       406.9536943491     0.0042
      4472         8760         7414       -76.2658612255     10225.4557822282    -31027.5367672609       406.9613933134     0.0041
      4473         8760         7494       -76.2436025267     10202.7205604007    -31023.6465451000       406.9102569992     0.0042
      4474         8760         7500       -76.2214098295     10180.1030779450    -31020.5377695126       406.8688394445     0.0041
      4475         8760         7389       -76.2212816598     10179.9726007175    -31022.8927636521       406.8989755287     0.0043
      4476         8760         7445       -76.2259716325     10184.7480998696    -31016.8316231155       406.8198297691     0.0041
      4477         8760         7512       -76.2297404589     10188.5872780000    -31014.8011748025       406.7938680939     0.0041
      4478         8760         7456       -76.2178158579     10176.4450351898    -31021.3269477720       406.8794570774     0.0043
      4479         8760         7379       -76.2176774396     10176.3041755595    -31024.5737095149       406.9222700308     0.0041
      4480         8760         7363       -76.2198513125     10178.5166152991    -31026.4891126077       406.9467393048     0.0041
      4481         8760         7537       -76.2143236424     10172.8918218104    -31020.5076354573       406.8681663299     0.0041
      4482         8760         7393       -76.2224275143     10181.1391443699    -31025.8156533602       406.9376792941     0.0042
      4483         8760         7420       -76.2186009186     10177.2439792946    -31036.8636032908       407.0824744151     0.0041
      4484         8760         7466       -76.2082662880     10166.7316065934    -31039.8152536564       407.1211724517     0.0041
      4485         8760         7504       -76.2108878530     10169.3972307557    -31042.4760078952       407.1556558731     0.0041
      4486         8760         7413       -76.2046513050     10163.0570146361    -31041.3146862448       407.1405481448     0.0042
      4487         8760         7368       -76.2146298675     10173.2033460279    -31046.0353546201       407.2022871052     0.0042
      4488         8760         7328       -76.2096127692     10168.1006300985    -31056.7890238647       407.3436526511     0.0042
      4489         8760         7503       -76.1883377819     10146.4910042884    -31051.1497184777       407.2691736461     0.0041
      4490         8760         7443       -76.2057140004     10164.1370954551    -31058.2882253152       407.3624601009     0.0042
      4491         8760         7493       -76.2045293527     10162.9330745806    -31056.4618347955       407.3384474159     0.0041
      4492         8760         7384       -76.2051513178     10163.5651931915    -31050.9974046300       407.2660400336     0.0041
      4493         8760         7350       -76.1921055942     10150.3147319655    -31049.2642769302       407.2439321470     0.0041
      4494         8760         7404       -76.1833658898     10141.4475323492    -31044.1501041374       407.1766010658     0.0040
      4495         8760         7442       -76.1719546950     10129.8815293580    -31039.2463238054       407.1128397197     0.0041
      4496         8760         7456       -76.1841294187     10142.2218906604    -31034.7335193999       407.0537340022     0.0041
      4497         8760         7368       -76.1796709811     10137.7010522165    -31034.5447422148       407.0507325195     0.0041
      4498         8760         7394       -76.1776914286     10135.6944397125    -31039.5480339129       407.1166866716     0.0041
      4499         8760         7483       -76.1735535406     10131.5012705019    -31046.4150686789       407.2079015600     0.0041
      4500         8760         7366       -76.1809153020     10138.9625860818    -31045.6560410221       407.1968386983     0.0041
      4501         8760         7439       -76.1861738618     10144.2956222310    -31050.5499549999       407.2611442680     0.0040
      4502         8760         7442       -76.1933181518     10151.5455907382    -31052.7582936132       407.2900947484     0.0041
      4503         8760         7389       -76.1916986189     10149.9016475882    -31047.6230684102       407.2222621722     0.0042
      4504         8760         7381       -76.1998573339     10158.1860421683    -31056.6831281638       407.3417340045     0.0041
      4505         8760         7339       -76.1914941431     10149.6941087720    -31056.1456999024       407.3338488417     0.0042
      4506         8760         7336       -76.1851652037     10143.2724612454    -31051.0396172741       407.2667519589     0.0041
      4507         8760         7471       -76.1874002343     10145.5397670115    -31053.6597635383       407.3017911596     0.0042
      4508         8760         7334       -76.1962830912     10154.5559086540    -31051.6119978471       407.2748891011     0.0042
      4509         8760         7356       -76.1863009593     10144.4245545023    -31046.4350418462       407.2058515120     0.0041
      4510         8760         7470       -76.1740616387     10132.0160631830    -31049.8529520418       407.2501206339     0.0042
      4511         8760         7446       -76.1764028310     10134.3884406896    -31054.6266792200       407.3128637808     0.0041
      4512         8760         7392       -76.1757793381     10133.7565884587    -31049.9965771720       407.2519172403     0.0041
      4513         8760         7374       -76.1763699552     10134.3551231440    -31054.2188382672       407.3081571175     0.0041
      4514         8760         7414       -76.1800173819     10138.0522291111    -31049.6287773190       407.2472246718     0.0041
      4515         8760         7336       -76.1991230357     10157.4401557796    -31054.1264672403       407.3064408608     0.0041
      4516         8760         7447       -76.2090806196     10167.5595493557    -31048.8424886462       407.2362411956     0.0041
      4517         8760         7327       -76.2121835974     10170.7150101358    -31046.0606281084       407.1999797044     0.0041
      4518         8760         7465       -76.2019941391     10160.3568805131    -31048.2269717112       407.2274274050     0.0040
      4519         8760         7388       -76.2013616196     10159.7142385015    -31042.7490325941       407.1560721658     0.0041
      4520         8760         7475       -76.2036572438     10162.0467947538    -31042.1015019108       407.1482390189     0.0040
      4521         8760         7465       -76.2137744984     10172.3331989043    -31046.5048494718       407.2058362204     0.0041
      4522         8760         7311       -76.2110150673     10169.5266009118    -31063.0023340689       407.4228109550     0.0041
      4523         8760         7327       -76.2197439706     10178.4073577544    -31066.5941784095       407.4683380362     0.0041
      4524         8760         7422       -76.2372981971     10196.2904560802    -31060.6702987573       407.3897080898     0.0041
      4525         8760         7436       -76.2142036390     10172.7697443772    -31054.1244845347       407.3039419056     0.0041
      4526         8760         7421       -76.2136998531     10172.2572674979    -31051.4733638315       407.2690205234     0.0041
      4527         8760         7537       -76.2089882538     10167.4656363243    -31058.2843619847       407.3578744245     0.0040
      4528         8760         7548       -76.2362628509     10195.2348417253    -31062.9718635965       407.4194033686     0.0041
      4529         8760         7487       -76.2446318063     10203.7707595814    -31061.2078001889       407.3957347582     0.0041
      4530         8760         7429       -76.2274074714     10186.2105705825    -31058.4260298120       407.3598957552     0.0041
      4531         8760         7339       -76.2134616655     10172.0149798514    -31055.6611788620       407.3247486144     0.0041
      4532         8760         7340       -76.2073662839     10165.8166377288    -31049.9024020926       407.2487053150     0.0041
      4533         8760         7401       -76.1975706644     10155.8634662251    -31048.0888934771       407.2262159200     0.0040
      4534         8760         7316       -76.1927786012     10150.9978781948    -31050.7985604507       407.2618798137     0.0041
      4535         8760         7308       -76.2056017077     10164.0229602484    -31057.4092930972       407.3487259043     0.0041
      4536         8760         7321       -76.2128763321     10171.4195951776    -31062.6401000562       407.4166068212     0.0040
      4537         8760         7339       -76.2051804805     10163.5948329806    -31061.5349299043       407.4015260932     0.0041
      4538         8760         7463       -76.2130897574     10171.6366813519    -31059.6499779735       407.3766197041     0.0042
      4539         8760         7479       -76.2016767535     10160.0344105690    -31057.0291520253       407.3424072823     0.0041
      4540         8760         7405       -76.2036060632     10161.9947849980    -31060.5935880143       407.3891503055     0.0041
      4541         8760         7407       -76.2100426021     10168.5376978941    -31062.5749845687       407.4161849558     0.0041
      4542         8760         7507       -76.2068527469     10165.2945988452    -31065.4187979885       407.4540232057     0.0041
      4543         8760         7311       -76.2248469572     10183.6027108133    -31064.0864282322       407.4367946436     0.0041
      4544         8760         7509       -76.2320549784     10190.9457193358    -31070.8359365026       407.5265475708     0.0041
      4545         8760         7384       -76.2192518346     10177.9064539925    -31064.4977477208       407.4428893291     0.0041
      4546         8760         7479       -76.2300841350     10188.9374414198    -31062.7298478874       407.4205031129     0.0040
      4547         8760         7448       -76.2358256534     10194.7891183028    -31065.1230741995       407.4512426518     0.0041
      4548         8760         7475       -76.2288309415     10187.6606503955    -31067.6419333147       407.4838619050     0.0040
      4549         8760         7392       -76.2213067915     10179.9981847707    -31069.9401494268       407.5138938242     0.0041
      4550         8760         7469       -76.2061736812     10164.6043320196    -31072.3322762240       407.5461373007     0.0041
      4551         8760         7425       -76.2035163858     10161.9036552006    -31070.7752143665       407.5254354640     0.0042
      4552         8760         7343       -76.2064070606     10164.8415556863    -31070.9864690740       407.5288478679     0.0041
      4553         8760         7457       -76.2177300979     10176.3577623982    -31075.1229663650       407.5834405089     0.0041
      4554         8760         7494       -76.2124580695     10170.9941716834    -31071.8008036374       407.5393875391     0.0041
      4555         8760         7422       -76.2076191222     10166.0736718075    -31086.3114112444       407.7303858342     0.0041
      4556         8760         7437       -76.1827157785     10140.7882467720    -31080.7509006214       407.6566489891     0.0041
      4557         8760         7309       -76.1663605594     10124.2163209453    -31080.4461558150       407.6532199686     0.0041
      4558         8760         7462       -76.1712604888     10129.1783310324    -31080.5824267416       407.6549726087     0.0040
      4559         8760         7381       -76.1817357342     10139.7944533470    -31079.9883745835       407.6462343208     0.0041
      4560         8760         7438       -76.1748548962     10132.8198248420    -31081.7856725519       407.6692728644     0.0041
      4561         8760         7284       -76.1782180167     10136.2281873677    -31095.1356260713       407.8446390391     0.0041
      4562         8760         7379       -76.1792004942     10137.2240978889    -31104.2774883900       407.9644033097     0.0040
      4563         8760         7320       -76.1816013912     10139.6582331588    -31112.1912825756       408.0686792742     0.0041
      4564         8760         7409       -76.1847984558     10142.9004656380    -31112.2963395451       408.0694368916     0.0041
      4565         8760         7378       -76.1846913695     10142.7918496408    -31112.5095615419       408.0727759274     0.0041
      4566         8760         7350       -76.1771375332     10135.1330437483    -31123.2367658586       408.2138880471     0.0041
      4567         8760         7376       -76.1686004903     10126.4843295310    -31130.5806994218       408.3103847812     0.0041
      4568         8760         7360       -76.1775245704     10135.5253187076    -31143.6325984299       408.4817443622     0.0042
      4569         8760         7419       -76.2100843582     10168.5801578718    -31139.0159365599       408.4201647111     0.0044
      4570         8760         7367       -76.2054615208     10163.8804749649    -31133.3451873324       408.3452962693     0.0041
      4571         8760         7376       -76.2035051592     10161.8922469209    -31139.6031984670       408.4278100761     0.0041
      4572         8760         7386       -76.2072051544     10165.6528378224    -31137.8789024542       408.4060826559     0.0041
      4573         8760         7361       -76.2124162773     10170.9516649619    -31149.1091267516       408.5543687725     0.0042
      4574         8760         7425       -76.2314432858     10190.3223657602    -31155.6771947017       408.6410107280     0.0041
      4575         8760         7416       -76.2256919374     10184.4632414480    -31158.1609886956       408.6736446341     0.0040
      4576         8760         7407       -76.2219035549     10180.6057079901    -31156.3989212507       408.6496090237     0.0041
      4577         8760         7381       -76.2168908065     10175.5037052667    -31156.6095478193       408.6524367794     0.0041
      4578         8760         7451       -76.2245562179     10183.3066377212    -31150.6519989073       408.5747442877     0.0041
      4579         8760         7465       -76.2164321826     10175.0370430657    -31148.2033570953       408.5423195424     0.0041
      4580         8760         7405       -76.2152094805     10173.7930151989    -31154.8666966850       408.6301052044     0.0041
      4581         8760         7463       -76.2165924039     10175.2000701323    -31160.6895401723       408.7078512653     0.0041
      4582         8760         7416       -76.2203896825     10179.0646108347    -31157.9695256674       408.6713588849     0.0041
      4583         8760         7487       -76.2256510952     10184.4216459322    -31151.9954204956       408.5922329053     0.0041
      4584         8760         7419       -76.2149632745     10173.5425334074    -31145.7942617876       408.5109724736     0.0041
      4585         8760         7428       -76.1987823120     10157.0940735873    -31143.5758921848       408.4821982059     0.0041
      4586         8760         7337       -76.2007344213     10159.0770429092    -31148.2068743855       408.5434077327     0.0040
      4587         8760         7460       -76.2051166123     10163.5299201289    -31147.1571764413       408.5296288811     0.0041
      4588         8760         7450       -76.2220487932     10180.7535703772    -31154.0712452419       408.6197218982     0.0041
      4589         8760         7425       -76.2179316492     10176.5628703521    -31159.7652964370       408.6956223174     0.0041
      4590         8760         7561       -76.2298533687     10188.7023178209    -31173.3918768366       408.8746439151     0.0041
      4591         8760         7467       -76.2345006252     10193.4383695736    -31179.9648288027       408.9590036872     0.0041
      4592         8760         7453       -76.2330095239     10191.9185379271    -31182.2254961402       408.9880510680     0.0041
      4593         8760         7456       -76.2347617143     10193.7045125896    -31189.1542768857       409.0790965829     0.0041
      4594         8760         7439       -76.2310151781     10189.8861196099    -31182.6525257010       408.9940123603     0.0041
      4595         8760         7476       -76.2123889434     10170.9238637704    -31187.5131469417       409.0585155801     0.0041
      4596         8760         7432       -76.2175411874     10176.1655221194    -31198.7633140200       409.2074527565     0.0041
      4597         8760         7398       -76.2257119624     10184.4836358435    -31196.7119680835       409.1798397932     0.0041
      4598         8760         7401       -76.2344828390     10193.4202392411    -31198.4905385627       409.2028804146     0.0041
      4599         8760         7423       -76.2425645633     10201.6616102470    -31200.7247849849       409.2325451199     0.0041
      4600         8760         7374       -76.2341380714     10193.0688092521    -31197.6399728936       409.1933069449     0.0041
      4601         8760         7415       -76.2389404184     10197.9650501568    -31191.1855782043       409.1084541582     0.0042
      4602         8760         7521       -76.2346501395     10193.5907770986    -31207.0281904053       409.3172884405     0.0042
      4603         8760         7505       -76.2274076683     10186.2107712016    -31207.6930627937       409.3258522836     0.0041
      4604         8760         7523       -76.2306361797     10189.4999318774    -31215.9834939717       409.4348305377     0.0042
      4605         8760         7456       -76.2403633878     10199.4162926126    -31222.9682550211       409.5263874585     0.0042
      4606         8760         7423       -76.2434623383     10202.5775310591    -31220.9402315350       409.4994903720     0.0042
      4607         8760         7469       -76.2511864496     10210.4611597999    -31218.9262782891       409.4729744337     0.0041
      4608         8760         7398       -76.2542791609     10213.6194489918    -31216.4759844919       409.4398245134     0.0041
      4609         8760         7562       -76.2585305546     10217.9625839455    -31222.4368455773       409.5169862279     0.0041
      4610         8760         7401       -76.2552499951     10214.6110702971    -31227.2664253985       409.5809077028     0.0041
      4611         8760         7431       -76.2502687296     10209.5241683154    -31228.5305798468       409.5966574596     0.0041
      4612         8760         7548       -76.2491826309     10208.4153734749    -31221.5956182356       409.5051139681     0.0041
      4613         8760         7471       -76.2446065290     10203.7449672640    -31218.9823970692       409.4710814442     0.0042
      4614         8760         7343       -76.2175332747     10176.1574700358    -31223.0020983889       409.5237705943     0.0041
      4615         8760         7496       -76.2046916832     10163.0980513201    -31217.1033633086       409.4456493397     0.0041
      4616         8760         7496       -76.1960904306     10154.3602722499    -31225.4419008689       409.5560256897     0.0042
      4617         8760         7429       -76.1960860318     10154.3558055754    -31220.1881161138       409.4866803281     0.0041
      4618         8760         7409       -76.2176804352     10176.3072239930    -31218.2933642196       409.4621916222     0.0041
      4619         8760         7443       -76.2341209516     10193.0513589610    -31220.1181355075       409.4868144646     0.0041
      4620         8760         7468       -76.2322777571     10191.1727544100    -31234.9514086057       409.6821607480     0.0041
      4621         8760         7448       -76.2318952632     10190.7829557843    -31228.5858380195       409.5979687273     0.0041
      4622         8760         7480       -76.2210297571     10179.7161676789    -31233.1673735797       409.6592094370     0.0042
      4623         8760         7390       -76.2201098211     10178.7797420111    -31227.1030663724       409.5796299797     0.0041
      4624         8760         7471       -76.2264799473     10185.2658188581    -31230.0745914145       409.6188286261     0.0041
      4625         8760         7395       -76.1994031867     10157.7247213978    -31234.4963958451       409.6770582870     0.0041
      4626         8760         7553       -76.1898569475     10148.0325413907    -31236.6775412028       409.7065702142     0.0041
      4627         8760         7336       -76.1606584012     10118.4449782529    -31231.5910981076       409.6397532615     0.0041
      4628         8760         7419       -76.1578026008     10115.5557649368    -31227.4649306614       409.5849080911     0.0041
      4629         8760         7358       -76.1516330212     10109.3168170346    -31223.4089850502       409.5312399563     0.0040
      4630         8760         7332       -76.1846750130     10142.7752596050    -31232.9304084270       409.6561220134     0.0041
      4631         8760         7456       -76.1968760046     10155.1580037179    -31237.9261433889       409.7213332434     0.0041
      4632         8760         7504       -76.2036823271     10162.0722845759    -31232.6692500184       409.6516380258     0.0041
      4633         8760         7482       -76.1865859115     10144.7136262146    -31239.2849661800       409.7392203122     0.0041
      4634         8760         7436       -76.2045093021     10162.9126973386    -31243.3319414535       409.7917251299     0.0041
      4635         8760         7412       -76.2142418423     10172.8086077721    -31248.4495685381       409.8590825845     0.0041
      4636         8760         7413       -76.2042121826     10162.6107418282    -31247.6684066244       409.8496621948     0.0041
      4637         8760         7411       -76.2154216434     10174.0088676102    -31248.9990594423       409.8683642528     0.0041
      4638         8760         7412       -76.2215721921     10180.2683661718    -31247.0905231075       409.8418887637     0.0041
      4639         8760         7381       -76.2072024345     10165.6500728461    -31256.7284157283       409.9687061584     0.0041
      4640         8760         7408       -76.2156305110     10174.2213719302    -31254.6049613872       409.9399488138     0.0041
      4641         8760         7522       -76.2170612263     10175.6771175544    -31259.0340835377       409.9984750209     0.0042
      4642         8760         7425       -76.2414467397     10200.5213082131    -31258.1304606962       409.9863080033     0.0041
      4643         8760         7376       -76.2493227452     10208.5584089604    -31263.6340846704       410.0580180774     0.0041
      4644         8760         7563       -76.2365814872     10195.5597040405    -31256.7035485170       409.9667593818     0.0041
      4645         8760         7490       -76.2295756063     10188.4193179446    -31265.2020565669       410.0785514408     0.0041
      4646         8760         7494       -76.2421698639     10201.2589591962    -31273.4246284632       410.1865398880     0.0041
      4647         8760         7511       -76.2449095224     10204.0541387073    -31279.8481456510       410.2712010391     0.0041
      4648         8760         7440       -76.2359249790     10194.8903791717    -31278.2219540684       410.2493813770     0.0041
      4649         8760         7407       -76.2437669375     10202.8883054690    -31271.6727672385       410.1635765187     0.0042
      4650         8760         7479       -76.2376016443     10196.5998643500    -31276.5771550854       410.2272179732     0.0042
      4651         8760         7424       -76.2210851494     10179.7725557110    -31274.3047795408       410.1971110672     0.0041
      4652         8760         7410       -76.2260184684     10184.7958012093    -31275.3297629910       410.2101707159     0.0042
      4653         8760         7458       -76.2104623446     10168.9645235588    -31274.0906842452       410.1931733066     0.0041
      4654         8760         7335       -76.2208944168     10179.5783960338    -31272.5021606572       410.1713876052     0.0041
      4655         8760         7517       -76.2315139876     10190.3944135236    -31266.4639109562       410.0917641660     0.0041
      4656         8760         7437       -76.2308675196     10189.7356584237    -31265.1381118651       410.0742507893     0.0041
      4657         8760         7461       -76.2355849201     10194.5436987538    -31262.8034710883       410.0438441513     0.0042
      4658         8760         7459       -76.2277523461     10186.5618732974    -31259.7281213475       410.0044823250     0.0042
      4659         8760         7438       -76.2153769050     10173.9633508584    -31268.8075014295       410.1239223148     0.0041
      4660         8760         7485       -76.1989353258     10157.2494922948    -31276.1353583403       410.2208971562     0.0041
      4661         8760         7486       -76.1973906503     10155.6806480460    -31281.8298102154       410.2953377546     0.0041
      4662         8760         7353       -76.1837642850     10141.8515707908    -31296.2743299559       410.4851515905     0.0041
      4663         8760         7354       -76.1770894087     10135.0842690572    -31291.3996515882       410.4207086105     0.0041
      4664         8760         7494       -76.1754049075     10133.3771567169    -31292.1845305214       410.4312191283     0.0041
      4665         8760         7378       -76.1679054722     10125.7805449787    -31295.3644312123       410.4741087306     0.0041
      4666         8760         7413       -76.1526636290     10110.3587447932    -31295.3853108104       410.4748602004     0.0041
      4667         8760         7447       -76.1757568757     10133.7338256756    -31312.0660206566       410.6935056090     0.0042
      4668         8760         7354       -76.1818911701     10139.9520633806    -31315.1744839288       410.7353570274     0.0042
      4669         8760         7415       -76.1929053897     10151.1265819732    -31310.3271540450       410.6716441216     0.0041
      4670         8760         7408       -76.1845176478     10142.6156489004    -31305.1551569693       410.6034178712     0.0042
      4671         8760         7402       -76.1821581718     10140.2228054375    -31307.4412918313       410.6335216229     0.0041
      4672         8760         7265       -76.1674602861     10125.3297693195    -31302.5672372379       410.5697148739     0.0041
      4673         8760         7353       -76.1727599499     10130.6972758092    -31301.6448374626       410.5569274403     0.0041
      4674         8760         7447       -76.1772936963     10135.2913183599    -31306.3330366016       410.6188897133     0.0041
      4675         8760         7362       -76.1652565606     10123.0986704500    -31308.1020651664       410.6425962742     0.0042
      4676         8760         7358       -76.1350580730     10092.5745557032    -31310.6829365048       410.6764871514     0.0041
      4677         8760         7417       -76.1312600688     10088.7421194892    -31307.2682794266       410.6320166292     0.0041
      4678         8760         7310       -76.1391476172     10096.7028028169    -31309.6870547287       410.6632231506     0.0041
      4679         8760         7414       -76.1435224741     10101.1209321910    -31315.3918682059       410.7381911914     0.0041
      4680         8760         7403       -76.1517962301     10109.4818114216    -31321.9229291034       410.8238814836     0.0041
      4681         8760         7298       -76.1582552026     10116.0136071775    -31334.0352747284       410.9823767873     0.0041
      4682         8760         7437       -76.1624514096     10120.2593866507    -31340.6542696329       411.0692498679     0.0041
      4683         8760         7428       -76.1460295403     10103.6536675588    -31340.0018147178       411.0612511874     0.0041
      4684         8760         7407       -76.1561612006     10113.8955336717    -31336.3126653291       411.0122290556     0.0041
      4685         8760         7408       -76.1555713190     10113.2989511708    -31338.5363474021       411.0410256101     0.0042
      4686         8760         7270       -76.1611492444     10118.9416474285    -31334.5654960689       410.9880838279     0.0041
      4687         8760         7349       -76.1535155693     10111.2201237299    -31330.4118507473       410.9328564037     0.0041
      4688         8760         7426       -76.1573001300     10115.0475005162    -31330.7296852548       410.9375545282     0.0041
      4689         8760         7379       -76.1491884889     10106.8458639356    -31330.6479622853       410.9367287893     0.0041
      4690         8760         7425       -76.1743672228     10132.3256862537    -31334.0745888347       410.9812555220     0.0041
      4691         8760         7376       -76.1944029794     10152.6469181587    -31329.4373097008       410.9205966740     0.0041
