4.00000e+02      -5.361220483e+00
4.00156e+02      -5.370599502e+00
4.00473e+02      -5.376484499e+00
4.00271e+02      -5.380969087e+00
4.00347e+02      -5.382588182e+00
4.00224e+02      -5.382844798e+00
4.00404e+02      -5.385328982e+00
4.00233e+02      -5.384333665e+00
4.00002e+02      -5.384442645e+00
4.00290e+02      -5.383990252e+00
4.00303e+02      -5.386530001e+00
4.00308e+02      -5.386192406e+00
4.00023e+02      -5.386068300e+00
4.00099e+02      -5.385521660e+00
3.99868e+02      -5.385255563e+00
3.99951e+02      -5.385345579e+00
3.99829e+02      -5.384218952e+00
4.00081e+02      -5.384596445e+00
4.00044e+02      -5.385165259e+00
4.00023e+02      -5.384787333e+00
3.99951e+02      -5.385055141e+00
3.99797e+02      -5.382913041e+00
4.00024e+02      -5.380972095e+00
3.99785e+02      -5.383185595e+00
3.99941e+02      -5.383850092e+00
3.99872e+02      -5.385753663e+00
3.99765e+02      -5.384557929e+00
3.99907e+02      -5.384231744e+00
3.99976e+02      -5.383015166e+00
4.00021e+02      -5.383118682e+00
3.99919e+02      -5.384073124e+00
3.99737e+02      -5.385124244e+00
3.99780e+02      -5.384756804e+00
3.99828e+02      -5.383119228e+00
3.99720e+02      -5.382010904e+00
3.99738e+02      -5.384300135e+00
3.99775e+02      -5.385145259e+00
3.99653e+02      -5.383321259e+00
3.99825e+02      -5.383560450e+00
3.99997e+02      -5.385582357e+00
3.99799e+02      -5.383479254e+00
3.99820e+02      -5.382341514e+00
4.00246e+02      -5.383304745e+00
3.99670e+02      -5.384188850e+00
3.99909e+02      -5.383589792e+00
3.99611e+02      -5.385331397e+00
3.99875e+02      -5.384613623e+00
3.99647e+02      -5.384306602e+00
3.99526e+02      -5.385869133e+00
3.99795e+02      -5.384519226e+00
3.99843e+02      -5.382310348e+00
3.99821e+02      -5.383686969e+00
3.99759e+02      -5.382244384e+00
3.99910e+02      -5.384020864e+00
3.99894e+02      -5.383160223e+00
3.99854e+02      -5.384086166e+00
4.00085e+02      -5.385220971e+00
3.99979e+02      -5.385810974e+00
3.99665e+02      -5.386162141e+00
3.99957e+02      -5.382533858e+00
3.99814e+02      -5.384818520e+00
3.99834e+02      -5.383501152e+00
3.99792e+02      -5.383877239e+00
3.99688e+02      -5.383201483e+00
3.99729e+02      -5.383594385e+00
3.99745e+02      -5.384395548e+00
3.99799e+02      -5.385939605e+00
3.99816e+02      -5.386182943e+00
3.99671e+02      -5.385931264e+00
3.99749e+02      -5.383693864e+00
3.99919e+02      -5.382667842e+00
3.99846e+02      -5.384075107e+00
3.99720e+02      -5.383127270e+00
3.99811e+02      -5.383604194e+00
3.99851e+02      -5.385433520e+00
3.99856e+02      -5.384792366e+00
3.99813e+02      -5.385622487e+00
3.99028e+02      -5.386535649e+00
3.99820e+02      -5.386457991e+00
3.99626e+02      -5.384012814e+00
3.99712e+02      -5.384410829e+00
3.99924e+02      -5.385665851e+00
3.99937e+02      -5.386853020e+00
3.99803e+02      -5.386751512e+00
3.99881e+02      -5.385524500e+00
3.99590e+02      -5.384462059e+00
3.99853e+02      -5.383661059e+00
3.99946e+02      -5.384063813e+00
3.99836e+02      -5.384752889e+00
3.99745e+02      -5.384419360e+00
3.99730e+02      -5.383276736e+00
3.99788e+02      -5.384830582e+00
3.99716e+02      -5.383000079e+00
3.99901e+02      -5.383171850e+00
3.99691e+02      -5.385002064e+00
3.99931e+02      -5.385721381e+00
3.99963e+02      -5.385558006e+00
3.99832e+02      -5.385655730e+00
3.99812e+02      -5.384670931e+00
3.99747e+02      -5.384537353e+00
3.99863e+02      -5.383043530e+00
3.99647e+02      -5.384074846e+00
3.99867e+02      -5.385357601e+00
3.99837e+02      -5.384499173e+00
3.99735e+02      -5.384433824e+00
3.99703e+02      -5.385105400e+00
4.00070e+02      -5.383907010e+00
3.99761e+02      -5.384523880e+00
3.99900e+02      -5.385914010e+00
3.99800e+02      -5.384700396e+00
3.99900e+02      -5.385420580e+00
3.99871e+02      -5.384166190e+00
3.99729e+02      -5.385213752e+00
3.99667e+02      -5.385987142e+00
4.00090e+02      -5.384337070e+00
3.99727e+02      -5.383440580e+00
3.99792e+02      -5.383930133e+00
3.99882e+02      -5.382784772e+00
3.99683e+02      -5.381617364e+00
3.99795e+02      -5.383827862e+00
3.99613e+02      -5.383023586e+00
3.99909e+02      -5.382136625e+00
3.99640e+02      -5.383639890e+00
3.99638e+02      -5.383359833e+00
3.99775e+02      -5.383430467e+00
3.99668e+02      -5.383680855e+00
3.99709e+02      -5.383355357e+00
3.99970e+02      -5.384428106e+00
3.99710e+02      -5.383465643e+00
3.99916e+02      -5.383046368e+00
3.99807e+02      -5.383901954e+00
4.00036e+02      -5.383531721e+00
3.99769e+02      -5.384177537e+00
3.99887e+02      -5.383817379e+00
3.99869e+02      -5.385357077e+00
3.99923e+02      -5.385384917e+00
3.99829e+02      -5.383943438e+00
3.99885e+02      -5.383612288e+00
3.99622e+02      -5.384340999e+00
3.99597e+02      -5.384200719e+00
4.00069e+02      -5.384354422e+00
4.00166e+02      -5.385690978e+00
3.99825e+02      -5.385432758e+00
4.00084e+02      -5.384755766e+00
3.99612e+02      -5.383275008e+00
3.99941e+02      -5.383702528e+00
3.99641e+02      -5.383933443e+00
3.99511e+02      -5.384716345e+00
3.99644e+02      -5.382794252e+00
3.99595e+02      -5.382077818e+00
3.99579e+02      -5.383128962e+00
4.00102e+02      -5.384024765e+00
3.99766e+02      -5.383599459e+00
3.99704e+02      -5.384274857e+00
3.99943e+02      -5.382993277e+00
3.99693e+02      -5.384379456e+00
3.99735e+02      -5.383275271e+00
3.99955e+02      -5.383398201e+00
3.99698e+02      -5.384307042e+00
3.99962e+02      -5.385260132e+00
3.99964e+02      -5.384848494e+00
3.99699e+02      -5.385481066e+00
3.99856e+02      -5.384625773e+00
3.99972e+02      -5.383077539e+00
3.99708e+02      -5.383631899e+00
3.99909e+02      -5.385123657e+00
4.00104e+02      -5.386134356e+00
3.99874e+02      -5.385178565e+00
3.99599e+02      -5.386164064e+00
3.99781e+02      -5.384558059e+00
3.99647e+02      -5.383667389e+00
3.99762e+02      -5.384810901e+00
3.99760e+02      -5.385333041e+00
3.99817e+02      -5.386000515e+00
4.00010e+02      -5.383823924e+00
3.99820e+02      -5.383397353e+00
3.99847e+02      -5.381988086e+00
3.99830e+02      -5.382659310e+00
3.99665e+02      -5.384656999e+00
3.99923e+02      -5.384994859e+00
3.99576e+02      -5.383462774e+00
3.99832e+02      -5.385295080e+00
3.99756e+02      -5.385634192e+00
3.99813e+02      -5.386045950e+00
3.99976e+02      -5.384739761e+00
3.99828e+02      -5.383179294e+00
3.99693e+02      -5.384281241e+00
3.99969e+02      -5.386006557e+00
3.99871e+02      -5.386082363e+00
3.99390e+02      -5.386626341e+00
3.99536e+02      -5.384399672e+00
3.99763e+02      -5.384595975e+00
3.99731e+02      -5.383205334e+00
3.99919e+02      -5.384634406e+00
3.99789e+02      -5.385648975e+00
3.99979e+02      -5.385937221e+00
3.99877e+02      -5.385916013e+00
3.99980e+02      -5.386734268e+00
3.99952e+02      -5.385728745e+00
3.99819e+02      -5.386180236e+00
