User:
nsb37
Hostname:

CPU info:
Architecture:          x86_64
CPU op-mode(s):        32-bit, 64-bit
Byte Order:            Little Endian
CPU(s):                16
On-line CPU(s) list:   0-15
Thread(s) per core:    2
Core(s) per socket:    8
Socket(s):             1
NUMA node(s):          1
Vendor ID:             GenuineIntel
CPU family:            6
Model:                 85
Model name:            Intel(R) Core(TM) i7-7820X CPU @ 3.60GHz
Stepping:              4
CPU MHz:               1544.062
Computation started at:
Wed 25 Nov 11:20:40 GMT 2020
git commit: 2dc9da2c14d8b29bbb58a979480699b27e79f1a4, branch: master, compiled at: Wed 25 Nov 11:13:16 GMT 2020

Number of MPI processes used: 4

{
    "sampling": {
        "tau": "0.001",
        "maxIter": "30000",
        "seed": "100",
        "shiftDamping": "0.01",
        "initialShift": "0.0",
        "initialPop": "50.0",
        "targetPop": "1000.0",
        "mainMemoryFac": "10.0",
        "spawnMemoryFac": "10.0",
        "initiator": "true"
    }
}

Starting heat bath construction
Heat bath construction done
Hartree--Fock energy: -128.496

#  1. Iter     2. nDets  3. nSpawned           4. Shift_1        5. nWalkers_1      6. Energy_Num_1    7. Energy_Denom_1    8. Time
      3973          580           85      -128.4963497305       714.9643003631    -13870.7023498563       107.7817843756     0.0003
      3974          580           90      -128.4963497305       716.0890592607    -13870.8536437856       107.7817843756     0.0003
      3975          580           93      -128.4963497305       718.9160378023    -13870.9377312954       107.7817843756     0.0003
      3976          580           91      -128.4963497305       720.8398098738    -13870.9515658402       107.7817843756     0.0004
      3977          580           84      -128.4963497305       719.4307866405    -13871.0194227373       107.7817843756     0.0003
      3978          580           82      -128.4963497305       722.3159771634    -13871.2049914740       107.7817843756     0.0004
      3979          580           90      -128.4963497305       718.8676548961    -13871.0737099667       107.7817843756     0.0003
      3980          580           90      -128.4963497305       725.6073025880    -13871.2610812425       107.7817843756     0.0003
      3981          580           94      -128.4963497305       725.2426957515    -13893.8952716696       107.9586064007     0.0004
      3982          580           82      -128.4963497305       721.0457570053    -13893.9108478642       107.9586064007     0.0004
      3983          580           82      -128.4963497305       720.4436497148    -13893.7829205222       107.9586064007     0.0003
      3984          580           88      -128.4963497305       723.6676019109    -13893.6875097361       107.9586064007     0.0004
      3985          580           79      -128.4963497305       724.8717254610    -13893.6037260070       107.9586064007     0.0004
      3986          580           95      -128.4963497305       725.2129173664    -13893.3800849318       107.9586064007     0.0003
      3987          580           88      -128.4963497305       726.3728475624    -13962.4785651593       108.4953997296     0.0003
      3988          580           85      -128.4963497305       723.4491511864    -13962.4103064960       108.4953997296     0.0004
      3989          580           79      -128.4963497305       719.6323032935    -13962.3109997415       108.4953997296     0.0003
      3990          580           89      -128.4963497305       717.6834962140    -13962.2676182432       108.4953997296     0.0003
      3991          580           74      -128.4963497305       714.4817507443    -13962.1906767135       108.4953997296     0.0003
      3992          580           76      -128.4963497305       715.6943795502    -13962.1875515319       108.4953997296     0.0003
      3993          580           80      -128.4963497305       710.9941817686    -13962.2559227949       108.4953997296     0.0004
      3994          580           72      -128.4963497305       710.1516200246    -13962.2176688270       108.4953997296     0.0004
      3995          580           87      -128.4963497305       713.4127870390    -13962.4396937923       108.4953997296     0.0003
      3996          580           81      -128.4963497305       714.6596968183    -13962.5298667540       108.4953997296     0.0003
      3997          580           82      -128.4963497305       717.4349815706    -13962.4002407362       108.4953997296     0.0003
      3998          580           88      -128.4963497305       717.3629004719    -13962.4191799728       108.4953997296     0.0003
      3999          580           89      -128.4963497305       715.4689363469    -13962.5967447239       108.4953997296     0.0003
      4000          580           79      -128.4963497305       719.2290673426    -13963.0203320767       108.4953997296     0.0004
      4001          580           77      -128.4963497305       718.3106810871    -13963.1479311952       108.4953997296     0.0003
      4002          580           83      -128.4963497305       717.4320346883    -13987.8052610178       108.6883599421     0.0003
      4003          580           92      -128.4963497305       716.9242861890    -13987.8469041730       108.6883599421     0.0003
      4004          580           71      -128.4963497305       715.8533511904    -13988.0598754558       108.6883599421     0.0004
      4005          580           88      -128.4963497305       717.5028356621    -13988.2118460059       108.6883599421     0.0003
      4006          580           78      -128.4963497305       718.0360186333    -14029.9742554881       109.0134087689     0.0004
      4007          580           94      -128.4963497305       714.0579467521    -14029.8703568646       109.0134087689     0.0003
      4008          580           78      -128.4963497305       713.8224965423    -14029.8820517200       109.0134087689     0.0004
      4009          580           73      -128.4963497305       714.1058036833    -14029.9022115207       109.0134087689     0.0003
      4010          580           80      -128.4963497305       716.4516327338    -14029.9435522469       109.0134087689     0.0003
      4011          580           80      -128.4963497305       714.3919108850    -14029.9159064370       109.0134087689     0.0003
      4012          580           88      -128.4963497305       713.5136657311    -14030.0943333089       109.0134087689     0.0004
      4013          580           90      -128.4963497305       715.0180493150    -14030.2404807619       109.0134087689     0.0004
      4014          580           79      -128.4963497305       717.7306615444    -14030.4217013781       109.0134087689     0.0003
      4015          580           79      -128.4963497305       715.8611023472    -14030.3482987909       109.0134087689     0.0004
      4016          580           85      -128.4963497305       715.9034357421    -14030.3971793121       109.0134087689     0.0003
      4017          580           88      -128.4963497305       717.2086271113    -14030.4685911988       109.0134087689     0.0004
      4018          580           73      -128.4963497305       716.7601356009    -14030.4064341299       109.0134087689     0.0003
      4019          580           79      -128.4963497305       712.0239216880    -14030.2641831282       109.0134087689     0.0003
      4020          580           90      -128.4963497305       715.2219707824    -14030.3233237495       109.0134087689     0.0003
      4021          580          104      -128.4963497305       712.0067783894    -14030.3818996967       109.0134087689     0.0003
      4022          580           89      -128.4963497305       712.5697017190    -14030.3663033942       109.0134087689     0.0003
      4023          580           63      -128.4963497305       712.7960487388    -14030.4419367010       109.0134087689     0.0004
      4024          580           91      -128.4963497305       714.8727740525    -14030.5051582603       109.0134087689     0.0003
      4025          580           80      -128.4963497305       717.3610217093    -14030.5654306069       109.0134087689     0.0003
      4026          580           64      -128.4963497305       718.1045651321    -14030.6962636953       109.0134087689     0.0005
      4027          580          105      -128.4963497305       720.0443688584    -14030.7408135062       109.0134087689     0.0003
      4028          580           80      -128.4963497305       720.1079345611    -14030.5606983741       109.0134087689     0.0004
      4029          580           81      -128.4963497305       717.0185271983    -14030.5239476828       109.0134087689     0.0004
      4030          580           82      -128.4963497305       715.4888527145    -14030.5735066110       109.0134087689     0.0003
      4031          580           80      -128.4963497305       712.6155645589    -14030.6430503032       109.0134087689     0.0004
      4032          580           80      -128.4963497305       710.5188375341    -14030.6484652531       109.0134087689     0.0003
      4033          580           89      -128.4963497305       714.0827201314    -14030.8669507162       109.0134087689     0.0003
      4034          580           94      -128.4963497305       718.0508971972    -14031.3234255693       109.0134087689     0.0004
      4035          580           82      -128.4963497305       716.3029525917    -14031.2681582833       109.0134087689     0.0003
      4036          580          105      -128.4963497305       720.9358802861    -14031.2348434306       109.0134087689     0.0003
      4037          580           74      -128.4963497305       714.8378353528    -14031.3049066234       109.0134087689     0.0005
      4038          580           72      -128.4963497305       715.4379290666    -14031.3442327582       109.0134087689     0.0004
      4039          580           74      -128.4963497305       715.5309099638    -14031.1863025641       109.0134087689     0.0003
      4040          580           86      -128.4963497305       717.0488154880    -14030.9916622146       109.0134087689     0.0004
      4041          580           77      -128.4963497305       709.2972420904    -14030.7969650365       109.0134087689     0.0003
      4042          580           97      -128.4963497305       712.8904115001    -14030.7785471247       109.0134087689     0.0003
      4043          580           89      -128.4963497305       712.0262729937    -14030.6853676265       109.0134087689     0.0003
      4044          580           87      -128.4963497305       712.0854773460    -14030.5949314414       109.0134087689     0.0003
      4045          580           86      -128.4963497305       713.0777046087    -14030.7331975156       109.0134087689     0.0004
      4046          580           75      -128.4963497305       708.7313264310    -14030.6047671676       109.0134087689     0.0004
      4047          580           83      -128.4963497305       704.6716396050    -14030.5944023094       109.0134087689     0.0005
      4048          580           96      -128.4963497305       708.8786502453    -14030.7798857092       109.0134087689     0.0003
      4049          580           82      -128.4963497305       709.7855719000    -14030.8061600828       109.0134087689     0.0004
      4050          580           75      -128.4963497305       713.1228869956    -14030.8093953331       109.0134087689     0.0004
      4051          580           86      -128.4963497305       715.9920295155    -14030.7659424833       109.0134087689     0.0004
      4052          580           92      -128.4963497305       719.5501091618    -14031.0266083426       109.0134087689     0.0004
      4053          580           84      -128.4963497305       716.7649508999    -14031.1432063266       109.0134087689     0.0003
      4054          580           79      -128.4963497305       715.3085197714    -14031.0647809488       109.0134087689     0.0004
      4055          580           89      -128.4963497305       715.5439697928    -14030.9672595506       109.0134087689     0.0003
      4056          580           90      -128.4963497305       716.3600695336    -14031.0743872636       109.0134087689     0.0003
      4057          580           89      -128.4963497305       712.0419677793    -14030.9184439565       109.0134087689     0.0004
      4058          580           77      -128.4963497305       711.5772745642    -14030.8820505385       109.0134087689     0.0004
      4059          580           69      -128.4963497305       706.4061666390    -14030.5952427331       109.0134087689     0.0003
      4060          580           93      -128.4963497305       705.1938840239    -14030.4280519656       109.0134087689     0.0003
      4061          580           80      -128.4963497305       704.8064991107    -14030.3856749213       109.0134087689     0.0003
      4062          580           73      -128.4963497305       704.3270323267    -14030.2850982482       109.0134087689     0.0003
      4063          580           71      -128.4963497305       704.7692750754    -14053.0696924561       109.1903531939     0.0003
      4064          580           78      -128.4963497305       704.3374788132    -14053.0145782185       109.1903531939     0.0003
      4065          580           77      -128.4963497305       698.8983478175    -14052.9538436746       109.1903531939     0.0003
      4066          580           78      -128.4963497305       702.1883842084    -14053.1586318128       109.1903531939     0.0003
      4067          580           78      -128.4963497305       701.8515700984    -14053.2344460091       109.1903531939     0.0004
      4068          580           76      -128.4963497305       700.5471719385    -14053.1225851910       109.1903531939     0.0004
      4069          580           93      -128.4963497305       703.6012353173    -14053.1486839715       109.1903531939     0.0005
      4070          580          111      -128.4963497305       701.9328933564    -14053.0531291839       109.1903531939     0.0003
      4071          580           86      -128.4963497305       704.6414901862    -14053.3780455557       109.1903531939     0.0004
      4072          580           81      -128.4963497305       703.5223554836    -14053.4088922568       109.1903531939     0.0003
      4073          580           79      -128.4963497305       704.4515526539    -14053.6260422796       109.1903531939     0.0003
      4074          580           77      -128.4963497305       703.2844313797    -14200.9826294872       110.3367095699     0.0004
      4075          580           88      -128.4963497305       707.7633383490    -14201.3748005737       110.3367095699     0.0003
      4076          580           92      -128.4963497305       705.8413948656    -14201.2872848571       110.3367095699     0.0003
      4077          580           99      -128.4963497305       705.9944684436    -14201.2391259004       110.3367095699     0.0003
      4078          580           83      -128.4963497305       708.3123705136    -14198.9997895840       110.3192592839     0.0003
      4079          580           84      -128.4963497305       710.2220289162    -14199.0796539710       110.3192592839     0.0003
      4080          580           95      -128.4963497305       706.3872788129    -14198.8433167952       110.3192592839     0.0004
      4081          580           88      -128.4963497305       708.7868638500    -14198.6389252602       110.3192592839     0.0004
      4082          580           88      -128.4963497305       708.9959734772    -14198.6618678944       110.3192592839     0.0004
      4083          580           71      -128.4963497305       711.0526606459    -14198.6222460103       110.3192592839     0.0003
      4084          580           81      -128.4963497305       714.1506748688    -14198.4486506598       110.3192592839     0.0003
      4085          580           83      -128.4963497305       713.4492154166    -14198.3093788644       110.3192592839     0.0003
      4086          580           80      -128.4963497305       710.1763421577    -14198.2759409512       110.3192592839     0.0003
      4087          580           87      -128.4963497305       711.3945759646    -14198.4677668556       110.3192592839     0.0004
      4088          580           88      -128.4963497305       711.7237698623    -14198.3898355759       110.3192592839     0.0003
      4089          580           85      -128.4963497305       712.5411924699    -14198.3575598599       110.3192592839     0.0003
      4090          580           95      -128.4963497305       715.9297935751    -14198.7812101009       110.3192592839     0.0004
      4091          580           91      -128.4963497305       722.6056568590    -14198.9511101518       110.3192592839     0.0004
      4092          580           86      -128.4963497305       720.9553368095    -14198.8717044668       110.3192592839     0.0003
      4093          580           88      -128.4963497305       721.1007505480    -14198.8256279820       110.3192592839     0.0004
      4094          580           87      -128.4963497305       719.5615807867    -14198.6432497217       110.3192592839     0.0003
      4095          580           86      -128.4963497305       719.0715400629    -14198.7530538177       110.3192592839     0.0004
      4096          580           84      -128.4963497305       718.3867526589    -14198.7018811235       110.3192592839     0.0003
      4097          580           75      -128.4963497305       713.1292893254    -14198.5191476973       110.3192592839     0.0004
      4098          580           74      -128.4963497305       717.2250302891    -14198.5195999052       110.3192592839     0.0003
      4099          580           68      -128.4963497305       715.1425272425    -14198.3897825290       110.3192592839     0.0003
      4100          580           85      -128.4963497305       718.8441970968    -14198.4499285468       110.3192592839     0.0004
      4101          580           81      -128.4963497305       718.4172424934    -14198.3582533634       110.3192592839     0.0003
      4102          580           82      -128.4963497305       718.3447692681    -14198.3767440679       110.3192592839     0.0004
      4103          580           86      -128.4963497305       716.7021699328    -14198.3505300083       110.3192592839     0.0003
      4104          580          106      -128.4963497305       717.6367368933    -14198.4248785073       110.3192592839     0.0004
      4105          580           90      -128.4963497305       715.4445555682    -14206.7166280966       110.3836549815     0.0003
      4106          580           81      -128.4963497305       716.3277718707    -14206.9031948069       110.3836549815     0.0004
      4107          580           85      -128.4963497305       714.9239848750    -14207.0508783078       110.3836549815     0.0004
      4108          580           74      -128.4963497305       718.0858104796    -14207.0651291270       110.3836549815     0.0003
      4109          580           89      -128.4963497305       719.5979646445    -14207.2143528983       110.3836549815     0.0004
      4110          580           89      -128.4963497305       720.1878524929    -14250.9552405517       110.7234413359     0.0004
      4111          580           88      -128.4963497305       720.0557012573    -14250.9667867212       110.7234413359     0.0004
      4112          580          101      -128.4963497305       720.4671424584    -14250.9304724891       110.7234413359     0.0003
      4113          580           65      -128.4963497305       722.1986911333    -14251.0376067081       110.7234413359     0.0005
      4114          580           87      -128.4963497305       721.5829526782    -14251.0866587842       110.7234413359     0.0003
      4115          580           83      -128.4963497305       720.5147185482    -14251.1422716435       110.7234413359     0.0004
      4116          580           87      -128.4963497305       719.2599466267    -14251.1446461159       110.7234413359     0.0004
      4117          580           91      -128.4963497305       721.2948970036    -14251.1455920897       110.7234413359     0.0003
      4118          580           93      -128.4963497305       724.7917964651    -14251.3605844560       110.7234413359     0.0003
      4119          580           73      -128.4963497305       723.2639495294    -14251.1588629066       110.7234413359     0.0004
      4120          580           81      -128.4963497305       726.0864894974    -14251.3134046879       110.7234413359     0.0003
      4121          580           93      -128.4963497305       725.2340470443    -14251.3054980132       110.7234413359     0.0003
      4122          580           78      -128.4963497305       726.9018698782    -14251.2557986217       110.7234413359     0.0003
      4123          580           78      -128.4963497305       725.4271051160    -14251.2103360944       110.7234413359     0.0005
      4124          580           87      -128.4963497305       721.8773558129    -14251.0884654362       110.7234413359     0.0003
      4125          580           90      -128.4963497305       719.9133707239    -14251.0047742748       110.7234413359     0.0004
      4126          580           88      -128.4963497305       723.5411519008    -14251.1066767399       110.7234413359     0.0003
      4127          580           87      -128.4963497305       725.3002377897    -14251.1560013877       110.7234413359     0.0004
      4128          580           88      -128.4963497305       728.8341876437    -14318.8053499363       111.2501721858     0.0004
      4129          583           93      -128.4963497305       738.9051632848    -14319.2797784688       111.2501721858     0.0003
      4130          584           98      -128.4963497305       741.2246200728    -14319.1788843349       111.2501721858     0.0003
      4131          584           95      -128.4963497305       738.3999307557    -14319.1787962686       111.2501721858     0.0003
      4132          584           86      -128.4963497305       738.8696413160    -14319.2770974436       111.2501721858     0.0003
      4133          584           75      -128.4963497305       738.7768821904    -14319.1648937061       111.2501721858     0.0004
      4134          584           87      -128.4963497305       734.1624234656    -14319.2083472166       111.2501721858     0.0005
      4135          584           92      -128.4963497305       729.9660095951    -14319.1582661865       111.2501721858     0.0004
      4136          584           75      -128.4963497305       728.5603966368    -14319.1939349188       111.2501721858     0.0004
      4137          584           88      -128.4963497305       726.5453981836    -14319.1923102083       111.2501721858     0.0003
      4138          584           84      -128.4963497305       723.2658652073    -14319.1918051737       111.2501721858     0.0004
      4139          584           84      -128.4963497305       725.1316811477    -14319.4760194901       111.2501721858     0.0004
      4140          584           77      -128.4963497305       722.3448687389    -14319.4593801566       111.2501721858     0.0004
      4141          584           84      -128.4963497305       720.5235814512    -14364.8293677920       111.6027154406     0.0004
      4142          584           84      -128.4963497305       720.8117620815    -14364.8305616616       111.6027154406     0.0003
      4143          584           90      -128.4963497305       723.4995414944    -14364.9782701131       111.6027154406     0.0003
      4144          584           89      -128.4963497305       727.3748952095    -14365.1252369555       111.6027154406     0.0004
      4145          584           85      -128.4963497305       727.5392871877    -14365.2097291952       111.6027154406     0.0004
      4146          584           77      -128.4963497305       727.8824900401    -14365.4528609453       111.6027154406     0.0003
      4147          584           86      -128.4963497305       728.3005053003    -14365.4754476797       111.6027154406     0.0003
      4148          584          111      -128.4963497305       727.0186621247    -14365.5131734339       111.6027154406     0.0003
      4149          584           84      -128.4963497305       729.0626314147    -14365.4367792239       111.6027154406     0.0004
      4150          584           79      -128.4963497305       730.5455641646    -14365.3237965173       111.6027154406     0.0004
      4151          584           77      -128.4963497305       732.1836366399    -14365.2606646369       111.6027154406     0.0003
      4152          584           87      -128.4963497305       728.3384195137    -14365.0336790064       111.6027154406     0.0004
      4153          584          104      -128.4963497305       730.9257931397    -14365.1647403888       111.6027154406     0.0004
      4154          584           81      -128.4963497305       729.9709479878    -14365.1096012573       111.6027154406     0.0003
      4155          584           90      -128.4963497305       731.9843565622    -14365.0175311735       111.6027154406     0.0004
      4156          584           80      -128.4963497305       727.1774372268    -14365.1420716142       111.6027154406     0.0003
      4157          584           61      -128.4963497305       724.6862913195    -14365.0308955123       111.6027154406     0.0003
      4158          584           93      -128.4963497305       723.7235117464    -14364.9880853992       111.6027154406     0.0003
      4159          584           77      -128.4963497305       727.8531812807    -14365.1713314340       111.6027154406     0.0003
      4160          584           86      -128.4963497305       728.2463453766    -14365.2264321447       111.6027154406     0.0004
      4161          584           80      -128.4963497305       728.4696590078    -14365.1767812352       111.6027154406     0.0003
      4162          584           96      -128.4963497305       728.4213620793    -14365.1292036611       111.6027154406     0.0003
      4163          584           91      -128.4963497305       725.6746666892    -14365.1422935265       111.6027154406     0.0004
      4164          584           86      -128.4963497305       723.9060230388    -14365.0736211162       111.6027154406     0.0004
      4165          584           86      -128.4963497305       722.3829135555    -14364.7455154039       111.6027154406     0.0005
      4166          584           69      -128.4963497305       721.0806126994    -14364.6550611457       111.6027154406     0.0003
      4167          584           69      -128.4963497305       720.3487745799    -14364.6035580112       111.6027154406     0.0003
      4168          584           77      -128.4963497305       718.5671010901    -14364.6458371642       111.6027154406     0.0003
      4169          584           83      -128.4963497305       718.2945223990    -14364.6204365928       111.6027154406     0.0003
      4170          584           83      -128.4963497305       717.3069180887    -14364.5351378414       111.6027154406     0.0004
      4171          584           85      -128.4963497305       714.9607261568    -14364.4630912122       111.6027154406     0.0003
      4172          584           95      -128.4963497305       715.3868505715    -14364.5989816482       111.6027154406     0.0004
      4173          584           79      -128.4963497305       712.8712194713    -14364.5233453282       111.6027154406     0.0004
      4174          584           85      -128.4963497305       710.4279673413    -14364.1618897050       111.6027154406     0.0004
      4175          584           90      -128.4963497305       705.0053637854    -14364.0851532768       111.6027154406     0.0004
      4176          584           74      -128.4963497305       704.3997354745    -14364.0295635439       111.6027154406     0.0004
      4177          584           88      -128.4963497305       704.5621525855    -14364.2625693870       111.6027154406     0.0004
      4178          584           86      -128.4963497305       704.7045240515    -14364.3174176012       111.6027154406     0.0004
      4179          584           76      -128.4963497305       706.6681121118    -14364.6804792077       111.6027154406     0.0004
      4180          584           93      -128.4963497305       709.1344511892    -14364.7045576389       111.6027154406     0.0004
      4181          584           81      -128.4963497305       709.9212213549    -14364.6485138221       111.6027154406     0.0003
      4182          584           98      -128.4963497305       705.8228051528    -14364.5691573416       111.6027154406     0.0004
      4183          584           67      -128.4963497305       707.3351854104    -14364.6209965446       111.6027154406     0.0004
      4184          584           78      -128.4963497305       708.6945123493    -14365.0903167343       111.6027154406     0.0003
      4185          584           96      -128.4963497305       703.3693111434    -14422.8100924792       112.0529003846     0.0004
      4186          584           94      -128.4963497305       703.0032047453    -14422.8573656199       112.0529003846     0.0004
      4187          584           96      -128.4963497305       702.2323534892    -14422.9200660461       112.0529003846     0.0003
      4188          584           78      -128.4963497305       704.8142519754    -14422.8830435192       112.0529003846     0.0004
      4189          584           93      -128.4963497305       708.7031450605    -14422.7924697015       112.0529003846     0.0004
      4190          584           84      -128.4963497305       710.1212347914    -14422.6217993452       112.0529003846     0.0003
      4191          584           85      -128.4963497305       709.5303294559    -14422.6276319025       112.0529003846     0.0003
      4192          584           95      -128.4963497305       715.0930897364    -14423.1575316399       112.0529003846     0.0003
      4193          584           71      -128.4963497305       715.6966804184    -14423.2007990188       112.0529003846     0.0003
      4194          584           91      -128.4963497305       716.1492860154    -14423.4055316452       112.0529003846     0.0004
      4195          584           98      -128.4963497305       721.0788727604    -14423.6306404034       112.0529003846     0.0004
      4196          584           99      -128.4963497305       728.2973181152    -14640.6504033189       113.7427285832     0.0004
      4197          584          100      -128.4963497305       729.3472559090    -14640.7974329383       113.7427285832     0.0005
      4198          584           93      -128.4963497305       729.2860555788    -14641.0971681376       113.7427285832     0.0004
      4199          584           83      -128.4963497305       729.5534096034    -14640.9999479009       113.7427285832     0.0003
      4200          584           84      -128.4963497305       727.7487264098    -14640.9646890576       113.7427285832     0.0004
      4201          584           93      -128.4963497305       729.7600087362    -14640.9163557477       113.7427285832     0.0003
      4202          584           77      -128.4963497305       729.9680638924    -14640.8589853716       113.7427285832     0.0004
      4203          584           80      -128.4963497305       730.8366330925    -14640.7715023244       113.7427285832     0.0003
      4204          584           94      -128.4963497305       732.3349994626    -14640.7844962759       113.7427285832     0.0004
      4205          584           88      -128.4963497305       733.2586436861    -14640.7151818658       113.7427285832     0.0004
      4206          584           90      -128.4963497305       733.9237574836    -14640.7137552262       113.7427285832     0.0004
      4207          584           76      -128.4963497305       735.9926808731    -14640.6310424415       113.7427285832     0.0004
      4208          584           97      -128.4963497305       734.3174249080    -14640.3317333094       113.7427285832     0.0004
      4209          584           92      -128.4963497305       731.6682157923    -14640.2983219944       113.7427285832     0.0003
      4210          584           82      -128.4963497305       734.2649064593    -14640.5436889985       113.7427285832     0.0003
      4211          584           93      -128.4963497305       736.8868130060    -14640.6957088122       113.7427285832     0.0004
      4212          584           97      -128.4963497305       741.8938578396    -14640.6932002275       113.7427285832     0.0003
      4213          584           90      -128.4963497305       745.5221665003    -14640.6477509410       113.7427285832     0.0004
      4214          584           96      -128.4963497305       747.7871706274    -14640.5845220494       113.7427285832     0.0004
      4215          584           84      -128.4963497305       748.2614991085    -14640.5805896540       113.7427285832     0.0004
      4216          584           75      -128.4963497305       748.7773490097    -14640.1929112446       113.7427285832     0.0004
      4217          584           89      -128.4963497305       754.0518714788    -14640.3648836107       113.7427285832     0.0004
      4218          584           99      -128.4963497305       755.4780611434    -14640.2927259012       113.7427285832     0.0004
      4219          584           89      -128.4963497305       760.4229284066    -14640.2138234290       113.7427285832     0.0004
      4220          585           85      -128.4963497305       764.5450985197    -14640.3097929483       113.7427285832     0.0004
      4221          585           74      -128.4963497305       760.9387927974    -14640.3621799980       113.7427285832     0.0004
      4222          589           83      -128.4963497305       767.1397649004    -14640.4034316824       113.7427285832     0.0004
      4223          589          100      -128.4963497305       766.6394285550    -14640.4277133743       113.7427285832     0.0004
      4224          590           74      -128.4963497305       764.8872857590    -14640.4851199320       113.7427285832     0.0004
      4225          590          101      -128.4963497305       762.5408559837    -14640.3658549163       113.7427285832     0.0004
      4226          590          106      -128.4963497305       757.3291069283    -14640.3052143269       113.7427285832     0.0003
      4227          590           87      -128.4963497305       755.5686701577    -14640.1815678666       113.7427285832     0.0004
      4228          590           95      -128.4963497305       758.1129066452    -14640.1709092623       113.7427285832     0.0005
      4229          590           83      -128.4963497305       761.6673110385    -14640.4720311780       113.7427285832     0.0004
      4230          590           86      -128.4963497305       759.2823302507    -14647.5261997446       113.7976703897     0.0003
      4231          590           72      -128.4963497305       759.7790194431    -14647.6061326379       113.7976703897     0.0004
      4232          590           86      -128.4963497305       757.8521210355    -14647.3762272441       113.7976703897     0.0004
      4233          590           93      -128.4963497305       756.1380570368    -14647.3628190053       113.7976703897     0.0004
      4234          590           82      -128.4963497305       761.5972547830    -14647.4184275792       113.7976703897     0.0004
      4235          590           76      -128.4963497305       758.5745443737    -14647.2976605075       113.7976703897     0.0004
      4236          590          100      -128.4963497305       760.3199863477    -14647.2248614776       113.7976703897     0.0004
      4237          590           94      -128.4963497305       761.4865435146    -14647.2560666897       113.7976703897     0.0004
      4238          590           67      -128.4963497305       759.9695411710    -14647.0866133868       113.7976703897     0.0005
      4239          590           88      -128.4963497305       759.8697967762    -14647.2861472215       113.7976703897     0.0004
      4240          590           98      -128.4963497305       753.5356021745    -14647.0843175596       113.7976703897     0.0004
      4241          590           81      -128.4963497305       750.9901729691    -14647.1470998787       113.7976703897     0.0003
      4242          590           88      -128.4963497305       751.8009544638    -14647.0680174122       113.7976703897     0.0004
      4243          590           95      -128.4963497305       752.5115842366    -14671.5274259298       113.9889559144     0.0004
      4244          590          111      -128.4963497305       750.2607424413    -14867.1546620847       115.5128868491     0.0003
      4245          590           93      -128.4963497305       751.6898519574    -14867.0711734454       115.5128868491     0.0003
      4246          590           88      -128.4963497305       753.0236227804    -14867.0823322445       115.5128868491     0.0004
      4247          590           92      -128.4963497305       752.5004458684    -14867.1402252955       115.5128868491     0.0004
      4248          590           98      -128.4963497305       754.9774366328    -14867.3032340242       115.5128868491     0.0004
      4249          590           96      -128.4963497305       754.7347218203    -14867.2462419476       115.5128868491     0.0005
      4250          590           87      -128.4963497305       755.8694706645    -14867.1868862214       115.5128868491     0.0004
      4251          590           92      -128.4963497305       758.3510135859    -14905.7904059012       115.8129007829     0.0003
      4252          590          100      -128.4963497305       756.8504177916    -14905.8936754845       115.8129007829     0.0004
      4253          590           76      -128.4963497305       754.5291495711    -14905.8278320733       115.8129007829     0.0004
      4254          590           82      -128.4963497305       759.2469548616    -14905.9011110193       115.8129007829     0.0004
      4255          590           86      -128.4963497305       761.1793782418    -14906.1783858926       115.8129007829     0.0004
      4256          590           95      -128.4963497305       761.8429990876    -14905.8777514648       115.8129007829     0.0003
      4257          590           97      -128.4963497305       755.3739789726    -14906.0004284224       115.8129007829     0.0004
      4258          590           80      -128.4963497305       750.8693064452    -14905.9435096126       115.8129007829     0.0004
      4259          590           68      -128.4963497305       748.4584162842    -14906.1314659333       115.8129007829     0.0004
      4260          590           88      -128.4963497305       750.1447198814    -14906.3071112415       115.8129007829     0.0004
      4261          590           93      -128.4963497305       750.0037680729    -14906.0997071878       115.8129007829     0.0004
      4262          590           93      -128.4963497305       748.3393478402    -14905.7962778665       115.8129007829     0.0004
      4263          590           82      -128.4963497305       749.2481508572    -14905.7568070484       115.8129007829     0.0003
      4264          590           69      -128.4963497305       752.0227509049    -14906.1625768841       115.8129007829     0.0004
      4265          590           92      -128.4963497305       753.9665480442    -14906.2750134307       115.8129007829     0.0003
      4266          590           89      -128.4963497305       760.8067637370    -14906.2985452720       115.8129007829     0.0004
      4267          590          101      -128.4963497305       764.6284002242    -14973.4363035340       116.3328935339     0.0004
      4268          590           93      -128.4963497305       766.0687530053    -14973.4465508507       116.3328935339     0.0004
      4269          590           77      -128.4963497305       767.1281684527    -14973.3956415688       116.3328935339     0.0004
      4270          590           87      -128.4963497305       768.3042305950    -14973.3240027979       116.3328935339     0.0005
      4271          590           89      -128.4963497305       769.5151746969    -14973.4295682611       116.3328935339     0.0004
      4272          590           82      -128.4963497305       771.0473696657    -14973.4833518659       116.3328935339     0.0004
      4273          590           83      -128.4963497305       770.9951632747    -14973.4931405592       116.3328935339     0.0003
      4274          590           96      -128.4963497305       773.4670038043    -14973.5386353325       116.3328935339     0.0003
      4275          590           78      -128.4963497305       767.0373961527    -14973.4979287635       116.3328935339     0.0004
      4276          590          101      -128.4963497305       768.3770994389    -15033.6073218656       116.8001586867     0.0004
